id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
440,Archivio: datasheet storico CRM,Il listino prezzi 'Distributori' non è visibile per il nuovo cliente Mortati-Niggli e figli. Vedo solo il listino 'Pubblico'. Non opsso applicare le condizioni commerciail concordate. Verificare associazione listino-cliente.. Segnalato anche cliente per suggerimento con errore critico,Commerciale,alta,31,285,Archivio: datasheet storico CRM Il listino prezzi 'Distributori' non è visibile per il nuovo cliente Mortati-Niggli e figli. Vedo solo il listino 'Pubblico'. Non opsso applicare le condizioni commerciail concordate. Verificare associazione listino-cliente.. Segnalato anche cliente per suggerimento con errore critico,archivio datasheet storico crm il listino prezzi distributori non è visibile per il nuovo cliente mortati niggli e figli vedo solo il listino pubblico non opsso applicare le condizioni commerciail concordate verificare associazione listino cliente segnalato anche cliente per suggerimento con errore critico,41,43,test
441,Storico sparito: lista ordini vuota per cliente Matteotti s.r.l.,Aggiornamento lista auguri natalizi per fine anno. checkre che i contatti del cliente Matteotti s.r.l. siano attiiv. Attività preparatoria con larghissimo anticipo. Gestire come task di segreteria a bassa priorità. pianificare,Commerciale,bassa,64,226,Storico sparito: lista ordini vuota per cliente Matteotti s.r.l. Aggiornamento lista auguri natalizi per fine anno. checkre che i contatti del cliente Matteotti s.r.l. siano attiiv. Attività preparatoria con larghissimo anticipo. Gestire come task di segreteria a bassa priorità. pianificare,storico sparito lista ordini vuota per cliente matteotti s r l aggiornamento lista auguri natalizi per fine anno checkre che i contatti del cliente matteotti s r l siano attiiv attività preparatoria con larghissimo anticipo gestire come task di segreteria a bassa priorità pianificare,40,44,test
442,Opportunità urgente Bixio s.r.l. - richiesta offerta entro in giornata,Errore nel calcolo provvigioni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea Pro. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. checkre regole di calcolo provvigionale.,Commerciale,alta,70,231,Opportunità urgente Bixio s.r.l. - richiesta offerta entro in giornata Errore nel calcolo provvigioni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea Pro. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. checkre regole di calcolo provvigionale.,opportunità urgente bixio s r l richiesta offerta entro in giornata errore nel calcolo provvigioni agente per il mese corrente il report preliminare segna zero su alcune vendite linea pro ho bisogno dei dati corretti per la riunione commerciale di venerdì checkre regole di calcolo provvigionale,45,46,train
443,Carrello bloccato: totale non si aggiorna (cliente non chiude),Archiviazione documentazione vecchia gara d'appalto persa. Spostare i file del progetto ERP nello storico inattivo. Serve solo per liberare la vista corernte del CRM. Operazione di puliiza ordinaria. - relativo a richiesta con bonifico suggerimento,Commerciale,alta,62,248,Carrello bloccato: totale non si aggiorna (cliente non chiude) Archiviazione documentazione vecchia gara d'appalto persa. Spostare i file del progetto ERP nello storico inattivo. Serve solo per liberare la vista corernte del CRM. Operazione di puliiza ordinaria. - relativo a richiesta con bonifico suggerimento,carrello bloccato totale non si aggiorna cliente non chiude archiviazione documentazione vecchia gara d appalto persa spostare i file del progetto erp nello storico inattivo serve solo per liberare la vista corernte del crm operazione di puliiza ordinaria relativo a richiesta con bonifico suggerimento,44,44,train
444,Preventivo bloccato - sistema catalogo errore OutOfMemoryError,"Campi obblgiatori mancanti nell'importazione lead da Excel. Il sistema rifiuta il file perché manca la colonna 'Settore', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validazione per questo caricamento.. Segnalato anche assistenza",Commerciale,alta,62,277,"Preventivo bloccato - sistema catalogo errore OutOfMemoryError Campi obblgiatori mancanti nell'importazione lead da Excel. Il sistema rifiuta il file perché manca la colonna 'Settore', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validazione per questo caricamento.. Segnalato anche assistenza",preventivo bloccato sistema catalogo errore outofmemoryerror campi obblgiatori mancanti nell importazione lead da excel il sistema rifiuta il file perché manca la colonna settore che non ho ho 200 lead da caricare a mano se non si sblocca l import rilassare vincoli di validazione per questo caricamento segnalato anche assistenza,49,50,train
445,Errore provvigioni: calcolo zero su vendite mese (da correggere),"Opportunità commerciale urgent cliente Riccati, Scarfoglio e Morosini Group richiede offerta Linea Pro. Budget 962.02 disponibile, necessità prodotto CRM per progetto clienti con partenza 1970-03-10. Offerta competitiva richiesta entro in giornata con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in system. Contatto acquisti@acmecorp.com., problema su utente",Commerciale,media,64,395,"Errore provvigioni: calcolo zero su vendite mese (da correggere) Opportunità commerciale urgent cliente Riccati, Scarfoglio e Morosini Group richiede offerta Linea Pro. Budget 962.02 disponibile, necessità prodotto CRM per progetto clienti con partenza 1970-03-10. Offerta competitiva richiesta entro in giornata con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in system. Contatto acquisti@acmecorp.com., problema su utente",errore provvigioni calcolo zero su vendite mese da correggere opportunità commerciale urgent cliente riccati scarfoglio e morosini group richiede offerta linea pro budget 962 02 disponibile necessità prodotto crm per progetto clienti con partenza 1970 03 10 offerta competitiva richiesta entro in giornata con dettaglio pricing consegna assistenza impossibile accedere listini aggiornati in system contatto acquisti acmecorp com problema su utente,56,61,test
446,Materiale: invio generico ERP,"Curiosità del cliente Rosselli, Boairdo e Tasca e figli su roadmap futura ERP. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazione puramente specultaiva, nessuna vendita in corso. Rispondere con note generiche di visione azinedale. sincronizzazione - scadenza",Commerciale,bassa,29,266,"Materiale: invio generico ERP Curiosità del cliente Rosselli, Boairdo e Tasca e figli su roadmap futura ERP. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazione puramente specultaiva, nessuna vendita in corso. Rispondere con note generiche di visione azinedale. sincronizzazione - scadenza",materiale invio generico erp curiosità del cliente rosselli boairdo e tasca e figli su roadmap futura erp chiede se prevediamo evoluzioni tra 2 3 anni informazione puramente specultaiva nessuna vendita in corso rispondere con note generiche di visione azinedale sincronizzazione scadenza,41,41,train
447,Errore provvigioni: calcolo zero su vendite mese (da correggere),Il listino prezzi 'Distributori' non è visibile per il nuovo cliente Gasperi-Errigo s.r.l.. Vedo solo il listino 'Pubblico'. Non posso applicare le condizioni commerciali concordate. Verificare associazione listino-cliente.,Commerciale,media,64,223,Errore provvigioni: calcolo zero su vendite mese (da correggere) Il listino prezzi 'Distributori' non è visibile per il nuovo cliente Gasperi-Errigo s.r.l.. Vedo solo il listino 'Pubblico'. Non posso applicare le condizioni commerciali concordate. Verificare associazione listino-cliente.,errore provvigioni calcolo zero su vendite mese da correggere il listino prezzi distributori non è visibile per il nuovo cliente gasperi errigo s r l vedo solo il listino pubblico non posso applicare le condizioni commerciali concordate verificare associazione listino cliente,37,41,train
448,Anagrafica doppia: impossibile unificare record (ordini aperti) - login fallito per importo - timeout,Errore nel calcolo provviigoni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea loginri. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. Verificare regole di calcolo provvigionale.,Commerciale,media,101,238,Anagrafica doppia: impossibile unificare record (ordini aperti) - login fallito per importo - timeout Errore nel calcolo provviigoni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea loginri. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. Verificare regole di calcolo provvigionale.,anagrafica doppia impossibile unificare record ordini aperti login fallito per importo timeout errore nel calcolo provviigoni agente per il mese corrente il report preliminare segna zero su alcune vendite linea loginri ho bisogno dei dati corretti per la riunione commerciale di venerdì verificare regole di calcolo provvigionale,49,47,train
449,Link rotto: impossibile scaricare scheda tecnica portale per memory leak per pianificare memory leak,URGENTE: Cliente Monduzzi-Vismara SPA impossibilitato completare ordine su portale self-service. Sistema restituisce error ERR_TIMEOUT durante checkout. Ordine riguarda 3 unità Sistema Gestionale valore 545.41. Cliente conferma verbalmente ma necessita conferma sistema entro in giornata. Perdita vendita imminente se non risolto. Verifica ambiente test e transazioni database.,Commerciale,alta,100,377,Link rotto: impossibile scaricare scheda tecnica portale per memory leak per pianificare memory leak URGENTE: Cliente Monduzzi-Vismara SPA impossibilitato completare ordine su portale self-service. Sistema restituisce error ERR_TIMEOUT durante checkout. Ordine riguarda 3 unità Sistema Gestionale valore 545.41. Cliente conferma verbalmente ma necessita conferma sistema entro in giornata. Perdita vendita imminente se non risolto. Verifica ambiente test e transazioni database.,link rotto impossibile scaricare scheda tecnica portale per memory leak per pianificare memory leak urgente cliente monduzzi vismara spa impossibilitato completare ordine su portale self service sistema restituisce error err_timeout durante checkout ordine riguarda 3 unità sistema gestionale valore 545 41 cliente conferma verbalmente ma necessita conferma sistema entro in giornata perdita vendita imminente se non risolto verifica ambiente test e transazioni database,60,63,train
450,Import fallito: file Excel rifiutato per colonna mancante,"Inserimento manuale biglietti da visita raccolti in evento. Attività di data entry puro per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità. informazioni",Commerciale,bassa,57,259,"Import fallito: file Excel rifiutato per colonna mancante Inserimento manuale biglietti da visita raccolti in evento. Attività di data entry puro per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità. informazioni",import fallito file excel rifiutato per colonna mancante inserimento manuale biglietti da visita raccolti in evento attività di data entry puro per popolare il database contatti nessuna scadenza task riempitivo per stagisti o momenti scarichi l importante è la correttezza dei dati non la velocità informazioni,45,46,train
